index,data_0,tag_0
2014-08-04,778,Clear
2014-08-05,772,Clear
2014-08-06,725,Clear
2014-08-07,831,Clear
2014-08-08,855,Clear
2014-08-09,723,Clear
2014-08-10,695,Clear
2014-08-11,816,Clear
2014-08-12,738,Cloudy
2014-08-13,803,Cloudy
2014-08-14,776,Clear
2014-08-15,769,Clear
2014-08-16,694,Clear
2014-08-17,616,Clear
2014-08-18,806,Clear
2014-08-19,777,Clear
2014-08-20,755,Clear
2014-08-21,780,Clear
2014-08-22,834,Clear
2014-08-23,641,Clear
2014-08-24,619,Clear
2014-08-25,723,Clear
2014-08-26,813,Clear
2014-08-27,721,Clear
2014-08-28,808,Clear
2014-08-29,910,Clear
2014-08-30,654,Clear
2014-08-31,621,Cloudy
2014-09-01,514,Clear
2014-09-02,915,Clear
2014-09-03,882,Clear
2014-09-04,890,Clear
2014-09-05,879,Clear
2014-09-06,684,Clear
2014-09-07,665,Clear
2014-09-08,856,Clear
2014-09-09,751,Clear
2014-09-10,800,Clear
2014-09-11,750,Cloudy
2014-09-12,932,Clear
2014-09-13,775,Rain
2014-09-14,626,Clear
2014-09-15,787,Clear
2014-09-16,839,Clear
2014-09-17,832,Clear
2014-09-18,838,Clear
2014-09-19,954,Clear
2014-09-20,744,Clear
2014-09-21,631,Clear
2014-09-22,796,Clear
2014-09-23,844,Clear
2014-09-24,819,Clear
2014-09-25,762,Clear
2014-09-26,960,Clear
2014-09-27,820,Clear
2014-09-28,666,Clear
2014-09-29,691,Clear
2014-09-30,773,Clear
2014-10-01,840,Cloudy
2014-10-02,764,Clear
2014-10-03,1074,Clear
2014-10-04,835,Rain
2014-10-05,666,Clear
2014-10-06,916,Clear
2014-10-07,861,Clear
2014-10-08,850,Clear
2014-10-09,860,Clear
2014-10-10,953,Clear
2014-10-11,775,Clear
2014-10-12,799,Clear
2014-10-13,720,Cloudy
2014-10-14,899,Clear
2014-10-15,891,Cloudy
2014-10-16,914,Rain
2014-10-17,989,Clear
2014-10-18,806,Clear
2014-10-19,634,Clear
2014-10-20,819,Clear
2014-10-21,944,Cloudy
2014-10-22,929,Rain
2014-10-23,1018,Rain
2014-10-24,1073,Clear
2014-10-25,786,Clear
2014-10-26,660,Clear
2014-10-27,934,Clear
2014-10-28,860,Clear
2014-10-29,876,Cloudy
2014-10-30,974,Clear
2014-10-31,1030,Clear
2014-11-01,921,Rain
2014-11-02,696,Clear
2014-11-03,978,Clear
2014-11-04,946,Clear
2014-11-05,903,Clear
2014-11-06,1069,Rain
2014-11-07,1096,Clear
2014-11-08,865,Clear
2014-11-09,611,Clear
2014-11-10,1006,Clear
2014-11-11,894,Clear
2014-11-12,941,Clear
2014-11-13,1147,Clear
2014-11-14,1214,Clear
2014-11-15,852,Clear
2014-11-16,604,Cloudy
2014-11-17,1220,Rain
2014-11-18,1062,Clear
2014-11-19,958,Clear
2014-11-20,1031,Clear
2014-11-21,1167,Clear
2014-11-22,775,Clear
2014-11-23,587,Clear
2014-11-24,948,Cloudy
2014-11-25,957,Clear
2014-11-26,1663,Snow
2014-11-27,808,Snow
2014-11-28,839,Clear
2014-11-29,695,Clear
2014-11-30,605,Cloudy
2014-12-01,889,Cloudy
2014-12-02,978,Rain
2014-12-03,877,Rain
2014-12-04,854,Clear
2014-12-05,1087,Rain
2014-12-06,926,Rain
2014-12-07,657,Clear
2014-12-08,814,Cloudy
2014-12-09,1252,Rain
2014-12-10,1589,Snow
2014-12-11,1181,Snow
2014-12-12,985,Clear
2014-12-13,869,Clear
2014-12-14,636,Clear
2014-12-15,1035,Clear
2014-12-16,968,Cloudy
2014-12-17,974,Cloudy
2014-12-18,920,Clear
2014-12-19,1030,Clear
2014-12-20,768,Clear
2014-12-21,572,Cloudy
2014-12-22,886,Cloudy
2014-12-23,1088,Rain
2014-12-24,840,Rain
2014-12-25,323,Clear
2014-12-26,646,Clear
2014-12-27,578,Clear
2014-12-28,462,Clear
2014-12-29,653,Clear
2014-12-30,717,Clear
2014-12-31,777,Clear
2015-01-01,518,Clear
2015-01-02,669,Clear
2015-01-03,1549,Snow
2015-01-04,618,Rain
2015-01-05,847,Clear
2015-01-06,1081,Snow
2015-01-07,1136,Clear
2015-01-08,1053,Clear
2015-01-09,1482,Snow
2015-01-10,822,Clear
2015-01-11,538,Clear
2015-01-12,1335,Snow
2015-01-13,973,Clear
2015-01-14,929,Clear
2015-01-15,1020,Clear
2015-01-16,1134,Clear
2015-01-17,721,Clear
2015-01-18,1771,Snow
2015-01-19,661,Cloudy
2015-01-20,738,Clear
2015-01-21,743,Clear
2015-01-22,727,Clear
2015-01-23,958,Clear
2015-01-24,848,Snow
2015-01-25,541,Clear
2015-01-26,997,Snow
2015-01-27,663,Snow
2015-01-28,861,Clear
2015-01-29,967,Clear
2015-01-30,1176,Snow
2015-01-31,791,Clear
2015-02-01,581,Clear
2015-02-02,1139,Snow
2015-02-03,1239,Clear
2015-02-04,954,Cloudy
2015-02-05,1018,Clear
2015-02-06,1046,Clear
2015-02-07,752,Cloudy
2015-02-08,740,Snow
2015-02-09,979,Snow
2015-02-10,846,Cloudy
2015-02-11,899,Clear
2015-02-12,947,Cloudy
2015-02-13,1272,Clear
2015-02-14,1021,Snow
2015-02-15,933,Clear
2015-02-16,986,Clear
2015-02-17,898,Clear
2015-02-18,937,Clear
2015-02-19,1007,Clear
2015-02-20,1128,Clear
2015-02-21,1125,Snow
2015-02-22,686,Clear
2015-02-23,816,Clear
2015-02-24,772,Clear
2015-02-25,923,Clear
2015-02-26,706,Cloudy
2015-02-27,957,Clear
2015-02-28,669,Clear
2015-03-01,1208,Snow
2015-03-02,939,Clear
2015-03-03,1020,Snow
2015-03-04,860,Cloudy
2015-03-05,1073,Snow
2015-03-06,1146,Clear
2015-03-07,639,Clear
2015-03-08,533,Clear
2015-03-09,755,Clear
2015-03-10,720,Clear
2015-03-11,722,Clear
2015-03-12,691,Clear
2015-03-13,777,Clear
2015-03-14,618,Rain
2015-03-15,509,Cloudy
2015-03-16,665,Clear
2015-03-17,661,Clear
2015-03-18,765,Clear
2015-03-19,699,Clear
2015-03-20,969,Snow
2015-03-21,751,Clear
2015-03-22,535,Clear
2015-03-23,683,Clear
2015-03-24,740,Clear
2015-03-25,700,Clear
2015-03-26,716,Rain
2015-03-27,748,Cloudy
2015-03-28,649,Snow
2015-03-29,622,Clear
2015-03-30,648,Cloudy
2015-03-31,710,Clear
2015-04-01,775,Clear
2015-04-02,774,Clear
2015-04-03,663,Cloudy
2015-04-04,648,Clear
2015-04-05,490,Clear
2015-04-06,744,Clear
2015-04-07,550,Cloudy
2015-04-08,588,Cloudy
2015-04-09,566,Cloudy
2015-04-10,652,Cloudy
2015-04-11,654,Clear
2015-04-12,547,Clear
2015-04-13,708,Clear
2015-04-14,626,Clear
2015-04-15,725,Clear
2015-04-16,725,Clear
2015-04-17,803,Clear
2015-04-18,738,Clear
2015-04-19,530,Clear
2015-04-20,693,Rain
2015-04-21,726,Clear
2015-04-22,645,Clear
2015-04-23,713,Clear
2015-04-24,758,Clear
2015-04-25,697,Clear
2015-04-26,500,Clear
2015-04-27,603,Clear
2015-04-28,690,Clear
2015-04-29,808,Clear
2015-04-30,766,Clear
2015-05-01,833,Clear
2015-05-02,730,Clear
2015-05-03,623,Clear
2015-05-04,711,Clear
2015-05-05,726,Clear
2015-05-06,718,Clear
2015-05-07,794,Clear
2015-05-08,943,Clear
2015-05-09,701,Clear
2015-05-10,634,Clear
2015-05-11,766,Clear
2015-05-12,770,Clear
2015-05-13,728,Clear
2015-05-14,790,Clear
2015-05-15,892,Clear
2015-05-16,731,Cloudy
2015-05-17,666,Clear
2015-05-18,705,Clear
2015-05-19,738,Clear
2015-05-20,764,Clear
2015-05-21,754,Clear
2015-05-22,892,Clear
2015-05-23,676,Clear
2015-05-24,573,Clear
2015-05-25,589,Clear
2015-05-26,870,Clear
2015-05-27,887,Clear
2015-05-28,788,Clear
2015-05-29,950,Clear
2015-05-30,787,Clear
2015-05-31,660,Rain
2015-06-01,862,Rain
2015-06-02,826,Rain
2015-06-03,861,Clear
2015-06-04,796,Clear
2015-06-05,892,Clear
2015-06-06,807,Clear
2015-06-07,688,Clear
2015-06-08,775,Clear
2015-06-09,827,Clear
2015-06-10,917,Clear
2015-06-11,818,Clear
2015-06-12,927,Clear
2015-06-13,774,Clear
2015-06-14,697,Clear
2015-06-15,812,Cloudy
2015-06-16,820,Cloudy
2015-06-17,859,Clear
2015-06-18,762,Cloudy
2015-06-19,899,Clear
2015-06-20,771,Clear
2015-06-21,691,Clear
2015-06-22,906,Clear
2015-06-23,855,Clear
2015-06-24,884,Clear
2015-06-25,856,Clear
2015-06-26,981,Clear
2015-06-27,805,Rain
2015-06-28,635,Rain
2015-06-29,750,Clear
2015-06-30,750,Clear
2015-07-01,816,Clear
2015-07-02,823,Clear
2015-07-03,805,Clear
2015-07-04,577,Clear
2015-07-05,642,Clear
2015-07-06,773,Clear
2015-07-07,832,Clear
2015-07-08,763,Clear
2015-07-09,785,Cloudy
2015-07-10,938,Clear
2015-07-11,762,Clear
2015-07-12,657,Clear
2015-07-13,832,Clear
2015-07-14,841,Cloudy
2015-07-15,764,Clear
2015-07-16,819,Clear
2015-07-17,883,Clear
2015-07-18,696,Clear
2015-07-19,659,Clear
2015-07-20,814,Clear
2015-07-21,788,Clear
2015-07-22,802,Clear
2015-07-23,836,Clear
2015-07-24,927,Clear
2015-07-25,716,Clear
2015-07-26,624,Clear
2015-07-27,798,Clear
2015-07-28,795,Clear
2015-07-29,794,Clear
2015-07-30,802,Clear
2015-07-31,998,Clear
2015-08-01,747,Clear
2015-08-02,700,Clear
2015-08-03,834,Clear
2015-08-04,757,Clear
2015-08-05,782,Clear
2015-08-06,777,Clear
2015-08-07,881,Clear
2015-08-08,633,Clear
2015-08-09,660,Clear
2015-08-10,803,Clear
2015-08-11,770,Rain
2015-08-12,765,Clear
2015-08-13,881,Clear
2015-08-14,887,Clear
2015-08-15,700,Clear
2015-08-16,611,Clear
2015-08-17,714,Clear
2015-08-18,702,Clear
2015-08-19,710,Clear
2015-08-20,772,Clear
2015-08-21,927,Clear
2015-08-22,722,Clear
2015-08-23,592,Clear
2015-08-24,708,Clear
2015-08-25,703,Clear
2015-08-26,714,Clear
2015-08-27,725,Clear
2015-08-28,809,Clear
2015-08-29,675,Clear
2015-08-30,615,Clear
2015-08-31,744,Clear
2015-09-01,705,Clear
2015-09-02,782,Clear
2015-09-03,818,Clear
2015-09-04,861,Clear
2015-09-05,696,Clear
2015-09-06,566,Clear
2015-09-07,580,Clear
2015-09-08,895,Clear
2015-09-09,865,Clear
2015-09-10,931,Rain
2015-09-11,913,Clear
2015-09-12,745,Rain
2015-09-13,576,Cloudy
2015-09-14,729,Clear
2015-09-15,829,Clear
2015-09-16,894,Clear
2015-09-17,857,Clear
2015-09-18,938,Clear
2015-09-19,747,Clear
2015-09-20,623,Clear
2015-09-21,732,Clear
2015-09-22,724,Clear
2015-09-23,783,Clear
2015-09-24,902,Clear
2015-09-25,813,Clear
2015-09-26,709,Clear
2015-09-27,569,Clear
2015-09-28,709,Clear
2015-09-29,889,Rain
2015-09-30,843,Rain
2015-10-01,873,Cloudy
2015-10-02,939,Rain
2015-10-03,696,Cloudy
2015-10-04,650,Clear
2015-10-05,780,Clear
2015-10-06,840,Clear
2015-10-07,798,Clear
2015-10-08,899,Clear
2015-10-09,1048,Rain
2015-10-10,817,Clear
2015-10-11,700,Clear
2015-10-12,818,Clear
2015-10-13,909,Clear
2015-10-14,839,Clear
2015-10-15,941,Clear
2015-10-16,972,Clear
2015-10-17,751,Clear
2015-10-18,703,Clear
2015-10-19,879,Clear
2015-10-20,865,Clear
2015-10-21,875,Clear
2015-10-22,821,Clear
2015-10-23,1042,Clear
2015-10-24,705,Clear
2015-10-25,637,Clear
2015-10-26,930,Clear
2015-10-27,851,Clear
2015-10-28,1050,Rain
2015-10-29,1061,Clear
2015-10-30,1090,Clear
2015-10-31,754,Clear
2015-11-01,671,Clear
2015-11-02,869,Clear
2015-11-03,956,Clear
2015-11-04,1037,Clear
2015-11-05,935,Clear
2015-11-06,1014,Cloudy
2015-11-07,699,Clear
2015-11-08,685,Clear
2015-11-09,950,Clear
2015-11-10,1073,Rain
2015-11-11,805,Cloudy
2015-11-12,951,Rain
2015-11-13,951,Clear
2015-11-14,775,Clear
2015-11-15,628,Clear
2015-11-16,892,Clear
2015-11-17,911,Clear
2015-11-18,894,Clear
2015-11-19,1033,Rain
2015-11-20,1124,Clear
2015-11-21,748,Clear
2015-11-22,610,Clear
2015-11-23,1098,Clear
2015-11-24,1021,Clear
2015-11-25,968,Clear
2015-11-26,603,Clear
2015-11-27,766,Clear
2015-11-28,656,Cloudy
2015-11-29,604,Clear
2015-11-30,815,Clear
2015-12-01,1052,Rain
2015-12-02,978,Rain
2015-12-03,864,Clear
2015-12-04,938,Clear
2015-12-05,756,Clear
2015-12-06,639,Clear
2015-12-07,834,Clear
2015-12-08,818,Clear
2015-12-09,815,Clear
2015-12-10,914,Clear
2015-12-11,915,Clear
2015-12-12,691,Clear
2015-12-13,592,Clear
2015-12-14,806,Cloudy
2015-12-15,871,Clear
2015-12-16,882,Clear
2015-12-17,1065,Rain
2015-12-18,999,Cloudy
2015-12-19,824,Clear
2015-12-20,609,Clear
2015-12-21,821,Cloudy
2015-12-22,1025,Rain
2015-12-23,1160,Rain
2015-12-24,839,Cloudy
2015-12-25,409,Clear
2015-12-26,531,Clear
2015-12-27,576,Rain
2015-12-28,869,Clear
2015-12-29,906,Rain
2015-12-30,694,Cloudy
2015-12-31,674,Cloudy
2016-01-01,654,Clear
2016-01-02,620,Clear
2016-01-03,554,Clear
2016-01-04,920,Clear
2016-01-05,877,Clear
2016-01-06,901,Clear
2016-01-07,774,Clear
2016-01-08,893,Clear
2016-01-09,572,Cloudy
2016-01-10,608,Rain
2016-01-11,836,Clear
2016-01-12,1069,Snow
2016-01-13,924,Clear
2016-01-14,897,Clear
2016-01-15,966,Cloudy
2016-01-16,694,Cloudy
2016-01-17,601,Snow
2016-01-18,867,Clear
2016-01-19,953,Clear
2016-01-20,761,Clear
2016-01-21,875,Clear
2016-01-22,914,Clear
2016-01-23,718,Snow
2016-01-24,622,Clear
2016-01-25,833,Clear
2016-01-26,811,Clear
2016-01-27,827,Clear
2016-01-28,844,Clear
2016-01-29,848,Clear
2016-01-30,685,Clear
2016-01-31,548,Clear
2016-02-01,711,Clear
2016-02-02,754,Clear
2016-02-03,712,Rain
2016-02-04,714,Cloudy
2016-02-05,1080,Snow
2016-02-06,613,Clear
2016-02-07,476,Clear
2016-02-08,687,Snow
2016-02-09,872,Cloudy
2016-02-10,897,Snow
2016-02-11,961,Clear
2016-02-12,1024,Clear
2016-02-13,952,Clear
2016-02-14,757,Clear
2016-02-15,980,Snow
2016-02-16,1287,Rain
2016-02-17,633,Cloudy
2016-02-18,744,Clear
2016-02-19,677,Clear
2016-02-20,621,Clear
2016-02-21,447,Clear
2016-02-22,707,Clear
2016-02-23,686,Rain
2016-02-24,784,Rain
2016-02-25,851,Cloudy
2016-02-26,866,Clear
2016-02-27,658,Clear
2016-02-28,550,Clear
2016-02-29,661,Clear
2016-03-01,672,Clear
2016-03-02,759,Clear
2016-03-03,669,Clear
2016-03-04,826,Clear
2016-03-05,568,Clear
2016-03-06,515,Clear
2016-03-07,641,Clear
2016-03-08,669,Clear
2016-03-09,716,Clear
2016-03-10,674,Clear
2016-03-11,743,Clear
2016-03-12,689,Clear
2016-03-13,473,Clear
2016-03-14,763,Rain
2016-03-15,754,Cloudy
2016-03-16,791,Clear
2016-03-17,763,Clear
2016-03-18,768,Clear
2016-03-19,636,Clear
2016-03-20,486,Clear
2016-03-21,734,Clear
2016-03-22,764,Clear
2016-03-23,678,Clear
2016-03-24,763,Clear
2016-03-25,738,Cloudy
2016-03-26,657,Clear
2016-03-27,515,Clear
2016-03-28,740,Rain
2016-03-29,767,Clear
2016-03-30,713,Clear
2016-03-31,711,Clear
2016-04-01,849,Clear
2016-04-02,652,Cloudy
2016-04-03,801,Clear
2016-04-04,1475,Snow
2016-04-05,825,Clear
2016-04-06,751,Clear
2016-04-07,773,Cloudy
2016-04-08,814,Clear
2016-04-09,720,Clear
2016-04-10,541,Clear
2016-04-11,678,Clear
2016-04-12,785,Clear
2016-04-13,823,Clear
2016-04-14,815,Clear
2016-04-15,950,Clear
2016-04-16,787,Clear
2016-04-17,680,Clear
2016-04-18,859,Clear
2016-04-19,873,Clear
2016-04-20,874,Clear
2016-04-21,797,Clear
2016-04-22,836,Clear
2016-04-23,707,Clear
2016-04-24,539,Clear
2016-04-25,649,Clear
2016-04-26,652,Cloudy
2016-04-27,710,Clear
2016-04-28,609,Clear
2016-04-29,684,Cloudy
2016-04-30,702,Clear
2016-05-01,602,Rain
2016-05-02,699,Cloudy
2016-05-03,884,Rain
2016-05-04,817,Rain
2016-05-05,757,Cloudy
2016-05-06,873,Rain
2016-05-07,754,Cloudy
2016-05-08,625,Clear
2016-05-09,740,Clear
2016-05-10,786,Clear
2016-05-11,895,Clear
2016-05-12,898,Clear
2016-05-13,1006,Rain
2016-05-14,773,Clear
2016-05-15,611,Clear
2016-05-16,817,Clear
2016-05-17,765,Clear
2016-05-18,806,Clear
2016-05-19,870,Clear
2016-05-20,1038,Clear
2016-05-21,813,Cloudy
2016-05-22,711,Clear
2016-05-23,891,Clear
2016-05-24,873,Clear
2016-05-25,941,Clear
2016-05-26,936,Clear
2016-05-27,1026,Clear
2016-05-28,887,Clear
2016-05-29,751,Clear
2016-05-30,618,Clear
2016-05-31,948,Clear
2016-06-01,992,Clear
2016-06-02,868,Clear
2016-06-03,928,Clear
2016-06-04,816,Clear
2016-06-05,673,Rain
2016-06-06,938,Clear
2016-06-07,936,Clear
2016-06-08,916,Clear
2016-06-09,931,Clear
2016-06-10,1097,Clear
2016-06-11,781,Clear
2016-06-12,757,Clear
2016-06-13,780,Clear
2016-06-14,937,Clear
2016-06-15,966,Clear
2016-06-16,969,Clear
2016-06-17,1029,Clear
2016-06-18,863,Clear
2016-06-19,749,Clear
2016-06-20,965,Clear
2016-06-21,947,Clear
2016-06-22,950,Clear
2016-06-23,773,Clear
2016-06-24,1066,Clear
2016-06-25,844,Clear
2016-06-26,756,Clear
2016-06-27,837,Clear
2016-06-28,776,Cloudy
2016-06-29,781,Clear
2016-06-30,962,Clear
2016-07-01,949,Cloudy
2016-07-02,770,Clear
2016-07-03,611,Clear
2016-07-04,701,Clear
2016-07-05,869,Clear
2016-07-06,851,Clear
2016-07-07,802,Clear
2016-07-08,886,Clear
2016-07-09,620,Cloudy
2016-07-10,672,Clear
2016-07-11,872,Clear
2016-07-12,866,Clear
2016-07-13,857,Clear
2016-07-14,965,Clear
2016-07-15,1031,Clear
2016-07-16,765,Clear
2016-07-17,752,Clear
2016-07-18,874,Clear
2016-07-19,866,Clear
2016-07-20,843,Clear
2016-07-21,974,Clear
2016-07-22,947,Clear
2016-07-23,785,Clear
2016-07-24,642,Clear
2016-07-25,855,Clear
2016-07-26,901,Clear
2016-07-27,892,Clear
2016-07-28,821,Clear
2016-07-29,936,Clear
2016-07-30,800,Clear
2016-07-31,652,Rain
2016-08-01,738,Cloudy
2016-08-02,797,Clear
2016-08-03,835,Clear
2016-08-04,880,Clear
2016-08-05,941,Clear
2016-08-06,758,Clear
2016-08-07,731,Clear
2016-08-08,832,Clear
2016-08-09,860,Clear
2016-08-10,758,Clear
2016-08-11,889,Clear
2016-08-12,937,Clear
2016-08-13,749,Clear
2016-08-14,587,Clear
2016-08-15,750,Clear
2016-08-16,810,Clear
2016-08-17,783,Clear
2016-08-18,783,Clear
2016-08-19,980,Clear
2016-08-20,745,Clear
2016-08-21,650,Clear
2016-08-22,816,Clear
2016-08-23,875,Clear
2016-08-24,802,Clear
2016-08-25,850,Clear
2016-08-26,896,Clear
2016-08-27,748,Clear
2016-08-28,682,Clear
2016-08-29,771,Clear
2016-08-30,805,Clear
2016-08-31,765,Clear
2016-09-01,866,Clear
2016-09-02,918,Clear
2016-09-03,651,Clear
2016-09-04,590,Clear
2016-09-05,546,Clear
2016-09-06,901,Clear
2016-09-07,847,Clear
2016-09-08,871,Clear
2016-09-09,886,Clear
2016-09-10,712,Clear
2016-09-11,621,Clear
2016-09-12,893,Clear
2016-09-13,1029,Clear
2016-09-14,882,Clear
2016-09-15,1032,Clear
2016-09-16,1040,Clear
2016-09-17,828,Clear
2016-09-18,621,Clear
2016-09-19,905,Rain
2016-09-20,826,Clear
2016-09-21,815,Clear
2016-09-22,913,Clear
2016-09-23,957,Clear
2016-09-24,804,Clear
2016-09-25,746,Clear
2016-09-26,857,Clear
2016-09-27,836,Clear
2016-09-28,796,Clear
2016-09-29,761,Cloudy
2016-09-30,1118,Rain
2016-10-01,761,Cloudy
2016-10-02,593,Cloudy
2016-10-03,708,Clear
2016-10-04,740,Clear
2016-10-05,919,Clear
2016-10-06,988,Clear
2016-10-07,1022,Clear
2016-10-08,730,Rain
2016-10-09,586,Rain
2016-10-10,800,Clear
2016-10-11,930,Clear
2016-10-12,820,Clear
2016-10-13,1000,Clear
2016-10-14,1074,Clear
2016-10-15,847,Clear
2016-10-16,684,Clear
2016-10-17,818,Clear
2016-10-18,871,Clear
2016-10-19,886,Clear
2016-10-20,895,Clear
2016-10-21,1201,Rain
2016-10-22,816,Rain
2016-10-23,678,Clear
2016-10-24,842,Clear
2016-10-25,856,Clear
2016-10-26,918,Clear
2016-10-27,1412,Rain
2016-10-28,1069,Clear
2016-10-29,743,Clear
2016-10-30,755,Clear
2016-10-31,966,Clear
2016-11-01,976,Clear
2016-11-02,932,Clear
2016-11-03,963,Clear
2016-11-04,1136,Clear
2016-11-05,796,Clear
2016-11-06,637,Clear
2016-11-07,1037,Clear
2016-11-08,1061,Clear
2016-11-09,842,Cloudy
2016-11-10,1136,Clear
2016-11-11,962,Clear
2016-11-12,846,Clear
2016-11-13,763,Clear
2016-11-14,986,Clear
2016-11-15,1126,Rain
2016-11-16,977,Clear
