index,data_0,tag_0
2011-12-17,2739,2
2011-12-18,2431,1
2011-12-19,3403,1
2011-12-20,3750,2
2011-12-21,2660,2
2011-12-22,3068,2
2011-12-23,2209,1
2011-12-24,1011,1
2011-12-25,754,1
2011-12-26,1317,1
2011-12-27,1162,2
2011-12-28,2302,1
2011-12-29,2423,1
2011-12-30,2999,1
2011-12-31,2485,1
2012-01-01,2294,1
2012-01-02,1951,1
2012-01-03,2236,1
2012-01-04,2368,2
2012-01-05,3272,1
2012-01-06,4098,1
2012-01-07,4521,1
2012-01-08,3425,1
2012-01-09,2376,2
2012-01-10,3598,1
2012-01-11,2177,2
2012-01-12,4097,2
2012-01-13,3214,1
2012-01-14,2493,1
2012-01-15,2311,1
2012-01-16,2298,1
2012-01-17,2935,2
2012-01-18,3376,1
2012-01-19,3292,1
2012-01-20,3163,2
2012-01-21,1301,2
2012-01-22,1977,2
2012-01-23,2432,2
2012-01-24,4339,1
2012-01-25,4270,1
2012-01-26,4075,2
2012-01-27,3456,2
2012-01-28,4023,1
2012-01-29,3243,1
2012-01-30,3624,1
2012-01-31,4509,1
2012-02-01,4579,1
2012-02-02,3761,2
2012-02-03,4151,1
2012-02-04,2832,2
2012-02-05,2947,2
2012-02-06,3784,1
2012-02-07,4375,1
2012-02-08,2802,2
2012-02-09,3830,1
2012-02-10,3831,2
2012-02-11,2169,3
2012-02-12,1529,1
2012-02-13,3422,1
2012-02-14,3922,2
2012-02-15,4169,1
2012-02-16,3005,2
2012-02-17,4154,1
2012-02-18,4318,1
2012-02-19,2689,2
2012-02-20,3129,1
2012-02-21,3777,1
2012-02-22,4773,1
2012-02-23,5062,1
2012-02-24,3487,2
2012-02-25,2732,1
2012-02-26,3389,1
2012-02-27,4322,1
2012-02-28,4363,1
2012-02-29,1834,2
2012-03-01,4990,1
2012-03-02,3194,2
2012-03-03,4066,2
2012-03-04,3423,1
2012-03-05,3333,1
2012-03-06,3956,1
2012-03-07,4916,1
2012-03-08,5382,1
2012-03-09,4569,2
2012-03-10,4118,1
2012-03-11,4911,1
2012-03-12,5298,1
2012-03-13,5847,1
2012-03-14,6312,1
2012-03-15,6192,1
2012-03-16,4378,2
2012-03-17,7836,2
2012-03-18,5892,2
2012-03-19,6153,1
2012-03-20,6093,1
2012-03-21,6230,2
2012-03-22,6871,1
2012-03-23,8362,2
2012-03-24,3372,2
2012-03-25,4996,2
2012-03-26,5558,1
2012-03-27,5102,1
2012-03-28,5698,1
2012-03-29,6133,1
2012-03-30,5459,2
2012-03-31,6235,2
2012-04-01,6041,2
2012-04-02,5936,1
2012-04-03,6772,1
2012-04-04,6436,1
2012-04-05,6457,1
2012-04-06,6460,1
2012-04-07,6857,1
2012-04-08,5169,1
2012-04-09,5585,1
2012-04-10,5918,1
2012-04-11,4862,1
2012-04-12,5409,1
2012-04-13,6398,1
2012-04-14,7460,1
2012-04-15,7132,1
2012-04-16,6370,1
2012-04-17,6691,1
2012-04-18,4367,2
2012-04-19,6565,1
2012-04-20,7290,1
2012-04-21,6624,1
2012-04-22,1027,3
2012-04-23,3214,2
2012-04-24,5633,1
2012-04-25,6196,1
2012-04-26,5026,2
2012-04-27,6233,1
2012-04-28,4220,2
2012-04-29,6304,1
2012-04-30,5572,2
2012-05-01,5740,2
2012-05-02,6169,1
2012-05-03,6421,2
2012-05-04,6296,1
2012-05-05,6883,2
2012-05-06,6359,2
2012-05-07,6273,2
2012-05-08,5728,2
2012-05-09,4717,2
2012-05-10,6572,1
2012-05-11,7030,1
2012-05-12,7429,1
2012-05-13,6118,1
2012-05-14,2843,2
2012-05-15,5115,2
2012-05-16,7424,1
2012-05-17,7384,1
2012-05-18,7639,1
2012-05-19,8294,1
2012-05-20,7129,1
2012-05-21,4359,2
2012-05-22,6073,2
2012-05-23,5260,2
2012-05-24,6770,1
2012-05-25,6734,1
2012-05-26,6536,1
2012-05-27,6591,1
2012-05-28,6043,1
2012-05-29,5743,1
2012-05-30,6855,2
2012-05-31,7338,1
2012-06-01,4127,2
2012-06-02,8120,1
2012-06-03,7641,1
2012-06-04,6998,1
2012-06-05,7001,2
2012-06-06,7055,1
2012-06-07,7494,1
2012-06-08,7736,1
2012-06-09,7498,1
2012-06-10,6598,1
2012-06-11,6664,2
2012-06-12,4972,2
2012-06-13,7421,1
2012-06-14,7363,1
2012-06-15,7665,1
2012-06-16,7702,1
2012-06-17,6978,1
2012-06-18,5099,2
2012-06-19,6825,1
2012-06-20,6211,1
2012-06-21,5905,1
2012-06-22,5823,1
2012-06-23,7458,1
2012-06-24,6891,1
2012-06-25,6779,1
2012-06-26,7442,1
2012-06-27,7335,1
2012-06-28,6879,1
2012-06-29,5463,1
2012-06-30,5687,1
2012-07-01,5531,1
2012-07-02,6227,1
2012-07-03,6660,1
2012-07-04,7403,1
2012-07-05,6241,1
2012-07-06,6207,1
2012-07-07,4840,1
2012-07-08,4672,1
2012-07-09,6569,2
2012-07-10,6290,2
2012-07-11,7264,1
2012-07-12,7446,1
2012-07-13,7499,2
2012-07-14,6969,2
2012-07-15,6031,1
2012-07-16,6830,1
2012-07-17,6786,1
2012-07-18,5713,1
2012-07-19,6591,1
2012-07-20,5870,2
2012-07-21,4459,3
2012-07-22,7410,2
2012-07-23,6966,1
2012-07-24,7592,1
2012-07-25,8173,1
2012-07-26,6861,1
2012-07-27,6904,1
2012-07-28,6685,1
2012-07-29,6597,1
2012-07-30,7105,1
2012-07-31,7216,1
2012-08-01,7580,1
2012-08-02,7261,1
2012-08-03,7175,2
2012-08-04,6824,1
2012-08-05,5464,1
2012-08-06,7013,2
2012-08-07,7273,2
2012-08-08,7534,2
2012-08-09,7286,1
2012-08-10,5786,2
2012-08-11,6299,2
2012-08-12,6544,1
2012-08-13,6883,1
2012-08-14,6784,1
2012-08-15,7347,1
2012-08-16,7605,1
2012-08-17,7148,1
2012-08-18,7865,1
2012-08-19,4549,2
2012-08-20,6530,2
2012-08-21,7006,1
2012-08-22,7375,1
2012-08-23,7765,1
2012-08-24,7582,2
2012-08-25,6053,2
2012-08-26,5255,2
2012-08-27,6917,1
2012-08-28,7040,1
2012-08-29,7697,1
2012-08-30,7713,1
2012-08-31,7350,1
2012-09-01,6140,2
2012-09-02,5810,2
2012-09-03,6034,1
2012-09-04,6864,1
2012-09-05,7112,1
2012-09-06,6203,2
2012-09-07,7504,1
2012-09-08,5976,2
2012-09-09,8227,1
2012-09-10,7525,1
2012-09-11,7767,1
2012-09-12,7870,1
2012-09-13,7804,1
2012-09-14,8009,1
2012-09-15,8714,1
2012-09-16,7333,1
2012-09-17,6869,2
2012-09-18,4073,2
2012-09-19,7591,1
2012-09-20,7720,1
2012-09-21,8167,1
2012-09-22,8395,1
2012-09-23,7907,1
2012-09-24,7436,1
2012-09-25,7538,1
2012-09-26,7733,1
2012-09-27,7393,2
2012-09-28,7415,2
2012-09-29,8555,1
2012-09-30,6889,1
2012-10-01,6778,2
2012-10-02,4639,3
2012-10-03,7572,2
2012-10-04,7328,2
2012-10-05,8156,1
2012-10-06,7965,1
2012-10-07,3510,2
2012-10-08,5478,2
2012-10-09,6392,2
2012-10-10,7691,1
2012-10-11,7570,1
2012-10-12,7282,1
2012-10-13,7109,1
2012-10-14,6639,1
2012-10-15,5875,2
2012-10-16,7534,1
2012-10-17,7461,1
2012-10-18,7509,2
2012-10-19,5424,2
2012-10-20,8090,1
2012-10-21,6824,1
2012-10-22,7058,1
2012-10-23,7466,1
2012-10-24,7693,1
2012-10-25,7359,2
2012-10-26,7444,2
2012-10-27,7852,2
2012-10-28,4459,2
2012-10-29,22,3
2012-10-30,1096,2
2012-10-31,5566,2
2012-11-01,5986,2
2012-11-02,5847,1
2012-11-03,5138,2
2012-11-04,5107,1
2012-11-05,5259,1
2012-11-06,5686,1
2012-11-07,5035,2
2012-11-08,5315,1
2012-11-09,5992,1
2012-11-10,6536,1
2012-11-11,6852,1
2012-11-12,6269,1
2012-11-13,4094,2
2012-11-14,5495,1
2012-11-15,5445,2
2012-11-16,5698,1
2012-11-17,5629,1
2012-11-18,4669,1
2012-11-19,5499,2
2012-11-20,5634,2
2012-11-21,5146,1
2012-11-22,2425,1
2012-11-23,3910,1
2012-11-24,2277,1
2012-11-25,2424,1
2012-11-26,5087,1
2012-11-27,3959,2
2012-11-28,5260,1
2012-11-29,5323,1
2012-11-30,5668,1
2012-12-01,5191,2
2012-12-02,4649,2
2012-12-03,6234,1
2012-12-04,6606,1
2012-12-05,5729,1
2012-12-06,5375,1
2012-12-07,5008,2
2012-12-08,5582,2
2012-12-09,3228,2
2012-12-10,5170,2
2012-12-11,5501,2
2012-12-12,5319,2
2012-12-13,5532,1
2012-12-14,5611,1
2012-12-15,5047,1
2012-12-16,3786,2
2012-12-17,4585,2
2012-12-18,5557,1
2012-12-19,5267,1
2012-12-20,4128,2
2012-12-21,3623,2
2012-12-22,1749,1
2012-12-23,1787,1
2012-12-24,920,2
2012-12-25,1013,2
2012-12-26,441,3
2012-12-27,2114,2
2012-12-28,3095,2
2012-12-29,1341,2
2012-12-30,1796,1
2012-12-31,2729,2
